Título,URL,Término,Definición,URL_Imagen
Wikiloc | Ruta Maras - moray - maras - salinas - urubamba,https://es.wikiloc.com/rutas-senderismo/maras-moray-maras-salinas-urubamba-5234201,Distancia,"19,2 km"
Wikiloc | Ruta Montaña siete Colores y Cerro Colorado. Cusco. Perú,https://es.wikiloc.com/rutas-senderismo/montana-siete-colores-y-cerro-colorado-cusco-peru-24185301,Tiempo en movimiento,una hora 49 minutos
Wikiloc | Ruta Montaña siete Colores y Cerro Colorado. Cusco. Perú,https://es.wikiloc.com/rutas-senderismo/montana-siete-colores-y-cerro-colorado-cusco-peru-24185301,Tiempo,2 horas 20 minutos
Wikiloc | Ruta Montaña siete Colores y Cerro Colorado. Cusco. Perú,https://es.wikiloc.com/rutas-senderismo/montana-siete-colores-y-cerro-colorado-cusco-peru-24185301,Coordenadas,1277
Wikiloc | Ruta Montaña siete Colores y Cerro Colorado. Cusco. Perú,https://es.wikiloc.com/rutas-senderismo/montana-siete-colores-y-cerro-colorado-cusco-peru-24185301,Fecha de subida,22 de abril de 2018
Wikiloc | Ruta Montaña siete Colores y Cerro Colorado. Cusco. Perú,https://es.wikiloc.com/rutas-senderismo/montana-siete-colores-y-cerro-colorado-cusco-peru-24185301,Fecha de realización,abril 2018
Wikiloc | Ruta Montaña siete Colores y Cerro Colorado. Cusco. Perú,https://es.wikiloc.com/rutas-senderismo/montana-siete-colores-y-cerro-colorado-cusco-peru-24185301,URL_Imagen,https://s0.wklcdn.com/image_85/2560474/24185301/15384003.400x300.jpg
Wikiloc | Ruta Aguas calientes-Machu picchu,https://es.wikiloc.com/rutas-senderismo/aguas-calientes-machu-picchu-23543747,Distancia,"14,07 km"
Wikiloc | Ruta Aguas calientes-Machu picchu,https://es.wikiloc.com/rutas-senderismo/aguas-calientes-machu-picchu-23543747,Desnivel positivo,1.842 m
Wikiloc | Ruta Aguas calientes-Machu picchu,https://es.wikiloc.com/rutas-senderismo/aguas-calientes-machu-picchu-23543747,Dificultad técnica,Moderado
Wikiloc | Ruta Aguas calientes-Machu picchu,https://es.wikiloc.com/rutas-senderismo/aguas-calientes-machu-picchu-23543747,Desnivel negativo,1.842 m
Wikiloc | Ruta Aguas calientes-Machu picchu,https://es.wikiloc.com/rutas-senderismo/aguas-calientes-machu-picchu-23543747,Altitud máxima,2.611 m
Wikiloc | Ruta Aguas calientes-Machu picchu,https://es.wikiloc.com/rutas-senderismo/aguas-calientes-machu-picchu-23543747,TrailRank ,41 5
Wikiloc | Ruta Aguas calientes-Machu picchu,https://es.wikiloc.com/rutas-senderismo/aguas-calientes-machu-picchu-23543747,Altitud mínima,1.707 m
Wikiloc | Ruta Aguas calientes-Machu picchu,https://es.wikiloc.com/rutas-senderismo/aguas-calientes-machu-picchu-23543747,Tipo de ruta,Circular
Wikiloc | Ruta Aguas calientes-Machu picchu,https://es.wikiloc.com/rutas-senderismo/aguas-calientes-machu-picchu-23543747,Tiempo en movimiento,3 horas 29 minutos
Wikiloc | Ruta Aguas calientes-Machu picchu,https://es.wikiloc.com/rutas-senderismo/aguas-calientes-machu-picchu-23543747,Tiempo,8 horas 40 minutos
Wikiloc | Ruta Aguas calientes-Machu picchu,https://es.wikiloc.com/rutas-senderismo/aguas-calientes-machu-picchu-23543747,Coordenadas,2260
Wikiloc | Ruta Aguas calientes-Machu picchu,https://es.wikiloc.com/rutas-senderismo/aguas-calientes-machu-picchu-23543747,Fecha de subida,28 de marzo de 2018
Wikiloc | Ruta Aguas calientes-Machu picchu,https://es.wikiloc.com/rutas-senderismo/aguas-calientes-machu-picchu-23543747,Fecha de realización,marzo 2018
Wikiloc | Ruta Aguas calientes-Machu picchu,https://es.wikiloc.com/rutas-senderismo/aguas-calientes-machu-picchu-23543747,URL_Imagen,https://s0.wklcdn.com/image_125/3750373/23543747/14945451.400x300.jpg
Wikiloc | Ruta Hanchipacha-Japura,https://es.wikiloc.com/rutas-senderismo/hanchipacha-japura-10767741,Distancia,"20,07 km"
Wikiloc | Ruta Hanchipacha-Japura,https://es.wikiloc.com/rutas-senderismo/hanchipacha-japura-10767741,Desnivel positivo,870 m
Wikiloc | Ruta Hanchipacha-Japura,https://es.wikiloc.com/rutas-senderismo/hanchipacha-japura-10767741,Dificultad técnica,Fácil
Wikiloc | Ruta Hanchipacha-Japura,https://es.wikiloc.com/rutas-senderismo/hanchipacha-japura-10767741,Desnivel negativo,991 m
Wikiloc | Ruta Hanchipacha-Japura,https://es.wikiloc.com/rutas-senderismo/hanchipacha-japura-10767741,Altitud máxima,4.956 m
Wikiloc | Ruta Hanchipacha-Japura,https://es.wikiloc.com/rutas-senderismo/hanchipacha-japura-10767741,TrailRank ,"56 4,7"
Wikiloc | Ruta Hanchipacha-Japura,https://es.wikiloc.com/rutas-senderismo/hanchipacha-japura-10767741,Altitud mínima,4.044 m
Wikiloc | Ruta Hanchipacha-Japura,https://es.wikiloc.com/rutas-senderismo/hanchipacha-japura-10767741,Tipo de ruta,Solo ida
Wikiloc | Ruta Hanchipacha-Japura,https://es.wikiloc.com/rutas-senderismo/hanchipacha-japura-10767741,Tiempo,7 horas 36 minutos
Wikiloc | Ruta Hanchipacha-Japura,https://es.wikiloc.com/rutas-senderismo/hanchipacha-japura-10767741,Coordenadas,1656
Wikiloc | Ruta Hanchipacha-Japura,https://es.wikiloc.com/rutas-senderismo/hanchipacha-japura-10767741,Fecha de subida,12 de septiembre de 2015
Wikiloc | Ruta Hanchipacha-Japura,https://es.wikiloc.com/rutas-senderismo/hanchipacha-japura-10767741,Fecha de realización,junio 2015
Wikiloc | Ruta Hanchipacha-Japura,https://es.wikiloc.com/rutas-senderismo/hanchipacha-japura-10767741,URL_Imagen,https://s0.wklcdn.com/image_11/340586/10767741/6505026.400x300.jpg
Wikiloc | Ruta Salkantay Trek,https://es.wikiloc.com/rutas-senderismo/salkantay-trek-35431439,Distancia,"115,22 km"
Wikiloc | Ruta Salkantay Trek,https://es.wikiloc.com/rutas-senderismo/salkantay-trek-35431439,Desnivel positivo,6.500 m
Wikiloc | Ruta Salkantay Trek,https://es.wikiloc.com/rutas-senderismo/salkantay-trek-35431439,Dificultad técnica,Moderado
Wikiloc | Ruta Salkantay Trek,https://es.wikiloc.com/rutas-senderismo/salkantay-trek-35431439,Desnivel negativo,7.794 m
Wikiloc | Ruta Salkantay Trek,https://es.wikiloc.com/rutas-senderismo/salkantay-trek-35431439,Altitud máxima,4.365 m
Wikiloc | Ruta Salkantay Trek,https://es.wikiloc.com/rutas-senderismo/salkantay-trek-35431439,TrailRank ,60
Wikiloc | Ruta Salkantay Trek,https://es.wikiloc.com/rutas-senderismo/salkantay-trek-35431439,Altitud mínima,1.176 m
Wikiloc | Ruta Salkantay Trek,https://es.wikiloc.com/rutas-senderismo/salkantay-trek-35431439,Tipo de ruta,Solo ida
Wikiloc | Ruta Salkantay Trek,https://es.wikiloc.com/rutas-senderismo/salkantay-trek-35431439,Tiempo en movimiento,un día 4 horas 50 minutos
Wikiloc | Ruta Salkantay Trek,https://es.wikiloc.com/rutas-senderismo/salkantay-trek-35431439,Tiempo,4 días 4 horas 22 minutos
Wikiloc | Ruta Salkantay Trek,https://es.wikiloc.com/rutas-senderismo/salkantay-trek-35431439,Coordenadas,18403
Wikiloc | Ruta Salkantay Trek,https://es.wikiloc.com/rutas-senderismo/salkantay-trek-35431439,Fecha de subida,19 de abril de 2019
Wikiloc | Ruta Salkantay Trek,https://es.wikiloc.com/rutas-senderismo/salkantay-trek-35431439,Fecha de realización,abril 2019
Wikiloc | Ruta Salkantay Trek,https://es.wikiloc.com/rutas-senderismo/salkantay-trek-35431439,URL_Imagen,https://s0.wklcdn.com/image_91/2733066/35431439/27920196.400x300.jpg
Wikiloc | Ruta CUSCO: SITIO ARQUEOLOGICO QUESPEHUARA TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-sitio-arqueologico-quespehuara-trek-1d-141319100,Distancia,"5,65 km"
Wikiloc | Ruta CUSCO: SITIO ARQUEOLOGICO QUESPEHUARA TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-sitio-arqueologico-quespehuara-trek-1d-141319100,Desnivel positivo,315 m
Wikiloc | Ruta CUSCO: SITIO ARQUEOLOGICO QUESPEHUARA TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-sitio-arqueologico-quespehuara-trek-1d-141319100,Dificultad técnica,Fácil
Wikiloc | Ruta CUSCO: SITIO ARQUEOLOGICO QUESPEHUARA TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-sitio-arqueologico-quespehuara-trek-1d-141319100,Desnivel negativo,213 m
Wikiloc | Ruta CUSCO: SITIO ARQUEOLOGICO QUESPEHUARA TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-sitio-arqueologico-quespehuara-trek-1d-141319100,Altitud máxima,3.676 m
Wikiloc | Ruta CUSCO: SITIO ARQUEOLOGICO QUESPEHUARA TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-sitio-arqueologico-quespehuara-trek-1d-141319100,TrailRank ,50
Wikiloc | Ruta CUSCO: SITIO ARQUEOLOGICO QUESPEHUARA TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-sitio-arqueologico-quespehuara-trek-1d-141319100,Altitud mínima,3.417 m
Wikiloc | Ruta CUSCO: SITIO ARQUEOLOGICO QUESPEHUARA TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-sitio-arqueologico-quespehuara-trek-1d-141319100,Tipo de ruta,Solo ida
Wikiloc | Ruta CUSCO: SITIO ARQUEOLOGICO QUESPEHUARA TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-sitio-arqueologico-quespehuara-trek-1d-141319100,Tiempo,una hora 34 minutos
Wikiloc | Ruta CUSCO: SITIO ARQUEOLOGICO QUESPEHUARA TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-sitio-arqueologico-quespehuara-trek-1d-141319100,Coordenadas,1168
Wikiloc | Ruta CUSCO: SITIO ARQUEOLOGICO QUESPEHUARA TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-sitio-arqueologico-quespehuara-trek-1d-141319100,Fecha de subida,22 de julio de 2023
Wikiloc | Ruta CUSCO: SITIO ARQUEOLOGICO QUESPEHUARA TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-sitio-arqueologico-quespehuara-trek-1d-141319100,Fecha de realización,julio 2023
Wikiloc | Ruta CUSCO: SITIO ARQUEOLOGICO QUESPEHUARA TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-sitio-arqueologico-quespehuara-trek-1d-141319100,URL_Imagen,https://s0.wklcdn.com/image_362/10877688/photo_tn.jpg?1687386213785
Wikiloc | Ruta Ascensión a Montaña Machu Picchu. Subida en Bus desde Aguascalientes. Perú.,https://es.wikiloc.com/rutas-senderismo/ascension-a-montana-machu-picchu-subida-en-bus-desde-aguascalientes-peru-140136123,Distancia,"13,9 km"
Wikiloc | Ruta Ascensión a Montaña Machu Picchu. Subida en Bus desde Aguascalientes. Perú.,https://es.wikiloc.com/rutas-senderismo/ascension-a-montana-machu-picchu-subida-en-bus-desde-aguascalientes-peru-140136123,Desnivel positivo,1.099 m
Wikiloc | Ruta Ascensión a Montaña Machu Picchu. Subida en Bus desde Aguascalientes. Perú.,https://es.wikiloc.com/rutas-senderismo/ascension-a-montana-machu-picchu-subida-en-bus-desde-aguascalientes-peru-140136123,Dificultad técnica,Moderado
Wikiloc | Ruta Ascensión a Montaña Machu Picchu. Subida en Bus desde Aguascalientes. Perú.,https://es.wikiloc.com/rutas-senderismo/ascension-a-montana-machu-picchu-subida-en-bus-desde-aguascalientes-peru-140136123,Desnivel negativo,739 m
Wikiloc | Ruta Ascensión a Montaña Machu Picchu. Subida en Bus desde Aguascalientes. Perú.,https://es.wikiloc.com/rutas-senderismo/ascension-a-montana-machu-picchu-subida-en-bus-desde-aguascalientes-peru-140136123,Altitud máxima,3.071 m
Wikiloc | Ruta Ascensión a Montaña Machu Picchu. Subida en Bus desde Aguascalientes. Perú.,https://es.wikiloc.com/rutas-senderismo/ascension-a-montana-machu-picchu-subida-en-bus-desde-aguascalientes-peru-140136123,TrailRank ,78 5
Wikiloc | Ruta Ascensión a Montaña Machu Picchu. Subida en Bus desde Aguascalientes. Perú.,https://es.wikiloc.com/rutas-senderismo/ascension-a-montana-machu-picchu-subida-en-bus-desde-aguascalientes-peru-140136123,Altitud mínima,1.963 m
Wikiloc | Ruta Ascensión a Montaña Machu Picchu. Subida en Bus desde Aguascalientes. Perú.,https://es.wikiloc.com/rutas-senderismo/ascension-a-montana-machu-picchu-subida-en-bus-desde-aguascalientes-peru-140136123,Tipo de ruta,Solo ida
Wikiloc | Ruta Ascensión a Montaña Machu Picchu. Subida en Bus desde Aguascalientes. Perú.,https://es.wikiloc.com/rutas-senderismo/ascension-a-montana-machu-picchu-subida-en-bus-desde-aguascalientes-peru-140136123,Tiempo en movimiento,2 horas 53 minutos
Wikiloc | Ruta Ascensión a Montaña Machu Picchu. Subida en Bus desde Aguascalientes. Perú.,https://es.wikiloc.com/rutas-senderismo/ascension-a-montana-machu-picchu-subida-en-bus-desde-aguascalientes-peru-140136123,Tiempo,5 horas 57 minutos
Wikiloc | Ruta Ascensión a Montaña Machu Picchu. Subida en Bus desde Aguascalientes. Perú.,https://es.wikiloc.com/rutas-senderismo/ascension-a-montana-machu-picchu-subida-en-bus-desde-aguascalientes-peru-140136123,Coordenadas,2044
Wikiloc | Ruta Ascensión a Montaña Machu Picchu. Subida en Bus desde Aguascalientes. Perú.,https://es.wikiloc.com/rutas-senderismo/ascension-a-montana-machu-picchu-subida-en-bus-desde-aguascalientes-peru-140136123,Fecha de subida,10 de julio de 2023
Wikiloc | Ruta Ascensión a Montaña Machu Picchu. Subida en Bus desde Aguascalientes. Perú.,https://es.wikiloc.com/rutas-senderismo/ascension-a-montana-machu-picchu-subida-en-bus-desde-aguascalientes-peru-140136123,Fecha de realización,julio 2023
Wikiloc | Ruta Ascensión a Montaña Machu Picchu. Subida en Bus desde Aguascalientes. Perú.,https://es.wikiloc.com/rutas-senderismo/ascension-a-montana-machu-picchu-subida-en-bus-desde-aguascalientes-peru-140136123,URL_Imagen,https://s0.wklcdn.com/image_21/641448/photo_tn.jpg?1681659975821
Wikiloc | Ruta CUSCO: RUTA 07 LAGUNAS DE AUSANGATE TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-ruta-07-lagunas-de-ausangate-trek-1d-126683874,Distancia,"13,53 km"
Wikiloc | Ruta CUSCO: RUTA 07 LAGUNAS DE AUSANGATE TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-ruta-07-lagunas-de-ausangate-trek-1d-126683874,Desnivel positivo,345 m
Wikiloc | Ruta CUSCO: RUTA 07 LAGUNAS DE AUSANGATE TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-ruta-07-lagunas-de-ausangate-trek-1d-126683874,Dificultad técnica,Fácil
Wikiloc | Ruta CUSCO: RUTA 07 LAGUNAS DE AUSANGATE TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-ruta-07-lagunas-de-ausangate-trek-1d-126683874,Desnivel negativo,345 m
Wikiloc | Ruta CUSCO: RUTA 07 LAGUNAS DE AUSANGATE TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-ruta-07-lagunas-de-ausangate-trek-1d-126683874,Altitud máxima,4.686 m
Wikiloc | Ruta CUSCO: RUTA 07 LAGUNAS DE AUSANGATE TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-ruta-07-lagunas-de-ausangate-trek-1d-126683874,TrailRank ,66 5
Wikiloc | Ruta CUSCO: RUTA 07 LAGUNAS DE AUSANGATE TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-ruta-07-lagunas-de-ausangate-trek-1d-126683874,Altitud mínima,4.334 m
Wikiloc | Ruta CUSCO: RUTA 07 LAGUNAS DE AUSANGATE TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-ruta-07-lagunas-de-ausangate-trek-1d-126683874,Tipo de ruta,Circular
Wikiloc | Ruta CUSCO: RUTA 07 LAGUNAS DE AUSANGATE TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-ruta-07-lagunas-de-ausangate-trek-1d-126683874,Tiempo,4 horas 11 minutos
Wikiloc | Ruta CUSCO: RUTA 07 LAGUNAS DE AUSANGATE TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-ruta-07-lagunas-de-ausangate-trek-1d-126683874,Coordenadas,2224
Wikiloc | Ruta CUSCO: RUTA 07 LAGUNAS DE AUSANGATE TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-ruta-07-lagunas-de-ausangate-trek-1d-126683874,Fecha de subida,24 de febrero de 2023
Wikiloc | Ruta CUSCO: RUTA 07 LAGUNAS DE AUSANGATE TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-ruta-07-lagunas-de-ausangate-trek-1d-126683874,Fecha de realización,julio 2022
Wikiloc | Ruta CUSCO: RUTA 07 LAGUNAS DE AUSANGATE TREK 1D,https://es.wikiloc.com/rutas-senderismo/cusco-ruta-07-lagunas-de-ausangate-trek-1d-126683874,URL_Imagen,https://s0.wklcdn.com/image_362/10877688/126683874/80907888.400x300.jpg
Wikiloc | Ruta Winicunca - Red valley,https://es.wikiloc.com/rutas-senderismo/winicunca-red-valley-41143727,Distancia,"7,66 km"
Wikiloc | Ruta Winicunca - Red valley,https://es.wikiloc.com/rutas-senderismo/winicunca-red-valley-41143727,Desnivel positivo,458 m
Wikiloc | Ruta Winicunca - Red valley,https://es.wikiloc.com/rutas-senderismo/winicunca-red-valley-41143727,Dificultad técnica,Moderado
Wikiloc | Ruta Winicunca - Red valley,https://es.wikiloc.com/rutas-senderismo/winicunca-red-valley-41143727,Desnivel negativo,458 m
Wikiloc | Ruta Winicunca - Red valley,https://es.wikiloc.com/rutas-senderismo/winicunca-red-valley-41143727,Altitud máxima,5.064 m
Wikiloc | Ruta Winicunca - Red valley,https://es.wikiloc.com/rutas-senderismo/winicunca-red-valley-41143727,TrailRank ,37
Wikiloc | Ruta Winicunca - Red valley,https://es.wikiloc.com/rutas-senderismo/winicunca-red-valley-41143727,Altitud mínima,4.679 m
Wikiloc | Ruta Winicunca - Red valley,https://es.wikiloc.com/rutas-senderismo/winicunca-red-valley-41143727,Tipo de ruta,Circular
Wikiloc | Ruta Winicunca - Red valley,https://es.wikiloc.com/rutas-senderismo/winicunca-red-valley-41143727,Tiempo en movimiento,una hora 56 minutos
Wikiloc | Ruta Winicunca - Red valley,https://es.wikiloc.com/rutas-senderismo/winicunca-red-valley-41143727,Tiempo,3 horas 42 minutos
Wikiloc | Ruta Winicunca - Red valley,https://es.wikiloc.com/rutas-senderismo/winicunca-red-valley-41143727,Coordenadas,1267
Wikiloc | Ruta Winicunca - Red valley,https://es.wikiloc.com/rutas-senderismo/winicunca-red-valley-41143727,Fecha de subida,11 de septiembre de 2019
Wikiloc | Ruta Winicunca - Red valley,https://es.wikiloc.com/rutas-senderismo/winicunca-red-valley-41143727,Fecha de realización,septiembre 2019
Wikiloc | Ruta Winicunca - Red valley,https://es.wikiloc.com/rutas-senderismo/winicunca-red-valley-41143727,URL_Imagen,https://s0.wklcdn.com/image_114/3441810/photo_tn.jpg?1509077160195
Wikiloc | Ruta 2014-09-21 SALKANTAY FIRST ETAPA,https://es.wikiloc.com/rutas-senderismo/2014-09-21-salkantay-first-etapa-8321277,Distancia,"20,56 km"
Wikiloc | Ruta 2014-09-21 SALKANTAY FIRST ETAPA,https://es.wikiloc.com/rutas-senderismo/2014-09-21-salkantay-first-etapa-8321277,Desnivel positivo,1.254 m
Wikiloc | Ruta 2014-09-21 SALKANTAY FIRST ETAPA,https://es.wikiloc.com/rutas-senderismo/2014-09-21-salkantay-first-etapa-8321277,Dificultad técnica,Difícil
Wikiloc | Ruta 2014-09-21 SALKANTAY FIRST ETAPA,https://es.wikiloc.com/rutas-senderismo/2014-09-21-salkantay-first-etapa-8321277,Desnivel negativo,155 m
Wikiloc | Ruta 2014-09-21 SALKANTAY FIRST ETAPA,https://es.wikiloc.com/rutas-senderismo/2014-09-21-salkantay-first-etapa-8321277,Altitud máxima,3.930 m
Wikiloc | Ruta 2014-09-21 SALKANTAY FIRST ETAPA,https://es.wikiloc.com/rutas-senderismo/2014-09-21-salkantay-first-etapa-8321277,TrailRank ,63
Wikiloc | Ruta 2014-09-21 SALKANTAY FIRST ETAPA,https://es.wikiloc.com/rutas-senderismo/2014-09-21-salkantay-first-etapa-8321277,Altitud mínima,2.823 m
Wikiloc | Ruta 2014-09-21 SALKANTAY FIRST ETAPA,https://es.wikiloc.com/rutas-senderismo/2014-09-21-salkantay-first-etapa-8321277,Tipo de ruta,Solo ida
Wikiloc | Ruta 2014-09-21 SALKANTAY FIRST ETAPA,https://es.wikiloc.com/rutas-senderismo/2014-09-21-salkantay-first-etapa-8321277,Tiempo,9 horas
Wikiloc | Ruta 2014-09-21 SALKANTAY FIRST ETAPA,https://es.wikiloc.com/rutas-senderismo/2014-09-21-salkantay-first-etapa-8321277,Coordenadas,1866
Wikiloc | Ruta 2014-09-21 SALKANTAY FIRST ETAPA,https://es.wikiloc.com/rutas-senderismo/2014-09-21-salkantay-first-etapa-8321277,Fecha de subida,23 de noviembre de 2014
Wikiloc | Ruta 2014-09-21 SALKANTAY FIRST ETAPA,https://es.wikiloc.com/rutas-senderismo/2014-09-21-salkantay-first-etapa-8321277,Fecha de realización,septiembre 2014
Wikiloc | Ruta 2014-09-21 SALKANTAY FIRST ETAPA,https://es.wikiloc.com/rutas-senderismo/2014-09-21-salkantay-first-etapa-8321277,URL_Imagen,https://s0.wklcdn.com/image_3/100798/8321277/4843866.400x300.jpg
Wikiloc | Ruta Ausangate 7 lagunas,https://es.wikiloc.com/rutas-senderismo/ausangate-7-lagunas-109257328,Distancia,"13,59 km"
Wikiloc | Ruta Ausangate 7 lagunas,https://es.wikiloc.com/rutas-senderismo/ausangate-7-lagunas-109257328,Desnivel positivo,345 m
Wikiloc | Ruta Ausangate 7 lagunas,https://es.wikiloc.com/rutas-senderismo/ausangate-7-lagunas-109257328,Dificultad técnica,Moderado
Wikiloc | Ruta Ausangate 7 lagunas,https://es.wikiloc.com/rutas-senderismo/ausangate-7-lagunas-109257328,Desnivel negativo,345 m
Wikiloc | Ruta Ausangate 7 lagunas,https://es.wikiloc.com/rutas-senderismo/ausangate-7-lagunas-109257328,Altitud máxima,4.686 m
Wikiloc | Ruta Ausangate 7 lagunas,https://es.wikiloc.com/rutas-senderismo/ausangate-7-lagunas-109257328,TrailRank ,43
Wikiloc | Ruta Ausangate 7 lagunas,https://es.wikiloc.com/rutas-senderismo/ausangate-7-lagunas-109257328,Altitud mínima,4.334 m
Wikiloc | Ruta Ausangate 7 lagunas,https://es.wikiloc.com/rutas-senderismo/ausangate-7-lagunas-109257328,Tipo de ruta,Circular
Wikiloc | Ruta Ausangate 7 lagunas,https://es.wikiloc.com/rutas-senderismo/ausangate-7-lagunas-109257328,Tiempo en movimiento,2 horas 51 minutos
Wikiloc | Ruta Ausangate 7 lagunas,https://es.wikiloc.com/rutas-senderismo/ausangate-7-lagunas-109257328,Tiempo,4 horas 12 minutos
Wikiloc | Ruta Ausangate 7 lagunas,https://es.wikiloc.com/rutas-senderismo/ausangate-7-lagunas-109257328,Coordenadas,2235
Wikiloc | Ruta Ausangate 7 lagunas,https://es.wikiloc.com/rutas-senderismo/ausangate-7-lagunas-109257328,Fecha de subida,31 de julio de 2022
Wikiloc | Ruta Ausangate 7 lagunas,https://es.wikiloc.com/rutas-senderismo/ausangate-7-lagunas-109257328,Fecha de realización,julio 2022
Wikiloc | Ruta Ausangate 7 lagunas,https://es.wikiloc.com/rutas-senderismo/ausangate-7-lagunas-109257328,URL_Imagen,https://s0.wklcdn.com/image_96/2895445/109257333/70480218.400x300.jpg
"Wikiloc | Ruta Visita a yacimientos incas de Cuzco. Tambomachay, Puka Pukara, Q'enqo Grande/Chico, Saksaywaman y otros. Perú",https://es.wikiloc.com/rutas-senderismo/visita-a-yacimientos-incas-de-cuzco-tambomachay-puka-pukara-qenqo-grande-chico-saksaywaman-y-otros-140295457,Distancia,"11,22 km"
"Wikiloc | Ruta Visita a yacimientos incas de Cuzco. Tambomachay, Puka Pukara, Q'enqo Grande/Chico, Saksaywaman y otros. Perú",https://es.wikiloc.com/rutas-senderismo/visita-a-yacimientos-incas-de-cuzco-tambomachay-puka-pukara-qenqo-grande-chico-saksaywaman-y-otros-140295457,Desnivel positivo,312 m
"Wikiloc | Ruta Visita a yacimientos incas de Cuzco. Tambomachay, Puka Pukara, Q'enqo Grande/Chico, Saksaywaman y otros. Perú",https://es.wikiloc.com/rutas-senderismo/visita-a-yacimientos-incas-de-cuzco-tambomachay-puka-pukara-qenqo-grande-chico-saksaywaman-y-otros-140295457,Dificultad técnica,Fácil
"Wikiloc | Ruta Visita a yacimientos incas de Cuzco. Tambomachay, Puka Pukara, Q'enqo Grande/Chico, Saksaywaman y otros. Perú",https://es.wikiloc.com/rutas-senderismo/visita-a-yacimientos-incas-de-cuzco-tambomachay-puka-pukara-qenqo-grande-chico-saksaywaman-y-otros-140295457,Desnivel negativo,502 m
"Wikiloc | Ruta Visita a yacimientos incas de Cuzco. Tambomachay, Puka Pukara, Q'enqo Grande/Chico, Saksaywaman y otros. Perú",https://es.wikiloc.com/rutas-senderismo/visita-a-yacimientos-incas-de-cuzco-tambomachay-puka-pukara-qenqo-grande-chico-saksaywaman-y-otros-140295457,Altitud máxima,3.827 m
"Wikiloc | Ruta Visita a yacimientos incas de Cuzco. Tambomachay, Puka Pukara, Q'enqo Grande/Chico, Saksaywaman y otros. Perú",https://es.wikiloc.com/rutas-senderismo/visita-a-yacimientos-incas-de-cuzco-tambomachay-puka-pukara-qenqo-grande-chico-saksaywaman-y-otros-140295457,TrailRank ,82 5
"Wikiloc | Ruta Visita a yacimientos incas de Cuzco. Tambomachay, Puka Pukara, Q'enqo Grande/Chico, Saksaywaman y otros. Perú",https://es.wikiloc.com/rutas-senderismo/visita-a-yacimientos-incas-de-cuzco-tambomachay-puka-pukara-qenqo-grande-chico-saksaywaman-y-otros-140295457,Altitud mínima,3.562 m
"Wikiloc | Ruta Visita a yacimientos incas de Cuzco. Tambomachay, Puka Pukara, Q'enqo Grande/Chico, Saksaywaman y otros. Perú",https://es.wikiloc.com/rutas-senderismo/visita-a-yacimientos-incas-de-cuzco-tambomachay-puka-pukara-qenqo-grande-chico-saksaywaman-y-otros-140295457,Tipo de ruta,Solo ida
"Wikiloc | Ruta Visita a yacimientos incas de Cuzco. Tambomachay, Puka Pukara, Q'enqo Grande/Chico, Saksaywaman y otros. Perú",https://es.wikiloc.com/rutas-senderismo/visita-a-yacimientos-incas-de-cuzco-tambomachay-puka-pukara-qenqo-grande-chico-saksaywaman-y-otros-140295457,Tiempo en movimiento,3 horas 38 minutos
"Wikiloc | Ruta Visita a yacimientos incas de Cuzco. Tambomachay, Puka Pukara, Q'enqo Grande/Chico, Saksaywaman y otros. Perú",https://es.wikiloc.com/rutas-senderismo/visita-a-yacimientos-incas-de-cuzco-tambomachay-puka-pukara-qenqo-grande-chico-saksaywaman-y-otros-140295457,Tiempo,5 horas 2 minutos
"Wikiloc | Ruta Visita a yacimientos incas de Cuzco. Tambomachay, Puka Pukara, Q'enqo Grande/Chico, Saksaywaman y otros. Perú",https://es.wikiloc.com/rutas-senderismo/visita-a-yacimientos-incas-de-cuzco-tambomachay-puka-pukara-qenqo-grande-chico-saksaywaman-y-otros-140295457,Coordenadas,2029
